Id;Speaker;Reply_to;Text;GoldContextLabel;ContextSender;ContextText;PredictedLabel;PredictedContextLabel;Label
Utt_3849;11-08-20sUser110;;!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3850;11-08-20sUser21;;11-08-20sUser42!;no_label;[other_Sender];[no_TextContent];misc;no_label;greeting
Utt_3851;11-08-20sUser21;;my tounge!;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3852;11-08-20sUser133;;whats pink, siver and red?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_3853;11-08-20sUser91;Utt_3852;nope;setQuestion;[other_Sender];whats pink, siver and red?;disagreement;setQuestion;disagreement
Utt_3854;11-08-20sUser121;Utt_3852;no;setQuestion;[other_Sender];whats pink, siver and red?;disagreement;setQuestion;disagreement
Utt_3855;11-08-20sUser133;Utt_3852;a baby with a razor blade;setQuestion;[same_Sender];whats pink, siver and red?;elaborate;setQuestion;elaborate
Utt_3856;11-08-20sUser91;Utt_3852;being alone;setQuestion;[other_Sender];whats pink, siver and red?;inform;setQuestion;continuer
Utt_3857;11-08-20sUser54;Utt_3817;11-08-20sUser104 wanna fuck a virgin;continuer;[other_Sender];could well at least he'll remember his first fuck;propositionalQuestion;continuer;propositionalQuestion
Utt_3858;11-08-20sUser110;Utt_3857;geessh 11-08-20sUser54;propositionalQuestion;[other_Sender];11-08-20sUser104 wanna fuck a virgin;misc;propositionalQuestion;negativeExpression
Utt_3859;11-08-20sUser110;Utt_3858;be .. dunno.. nicer;negativeExpression;[same_Sender];geessh 11-08-20sUser54;instruct;misc;elaborate
Utt_3860;11-08-20sUser104;Utt_3857;i'll pass;propositionalQuestion;[other_Sender];11-08-20sUser104 wanna fuck a virgin;continuer;propositionalQuestion;continuer
Utt_3861;11-08-20sUser70;;don't worry babe i'm not leaving you;no_label;[other_Sender];[no_TextContent];instruct;no_label;inform
Utt_3862;11-08-20sUser70;;HAHAHA;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_3863;11-08-20sUser110;Utt_3856;awww 11-08-20sUser91;continuer;[other_Sender];being alone;positiveExpression;inform;positiveExpression
Utt_3864;11-08-20sUser110;Utt_3863;Im always here!;positiveExpression;[same_Sender];awww 11-08-20sUser91;inform;positiveExpression;elaborate
Utt_3865;11-08-20sUser21;;piggy back!;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3866;11-08-20sUser133;;whats green and silver?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;propositionalQuestion
Utt_3867;11-08-20sUser91;Utt_3861;I know 11-08-20sUser110 :-) cus your my wife;inform;[other_Sender];don't worry babe i'm not leaving you;continuer;instruct;continuer
Utt_3868;11-08-20sUser91;;LOL;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_3869;11-08-20sUser138;;hey people;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_3870;11-08-20sUser133;Utt_3866;same baby three monthes later;propositionalQuestion;[same_Sender];whats green and silver?;elaborate;setQuestion;elaborate
Utt_3871;11-08-20sUser110;Utt_3867;lol yes!;continuer;[other_Sender];I know 11-08-20sUser110 :-) cus your my wife;agreement;continuer;agreement
Utt_3871;11-08-20sUser110;;!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3872;11-08-20sUser136;;sup room 20 m nc lookin for a lady freind;no_label;[other_Sender];[no_TextContent];continuer;no_label;greeting
Utt_3873;11-08-20sUser112;;26/f/ny/arizona/single/white/non-smoker/38 B chest;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3874;11-08-20sUser110;Utt_3870;dont cry baby..;continuer;[other_Sender];same baby three monthes later;instruct;elaborate;instruct
Utt_3874;11-08-20sUser110;;why?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_3874;11-08-20sUser110;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3875;11-08-20sUser70;Utt_3867;who's your wife?;continuer;[other_Sender];I know 11-08-20sUser110 :-) cus your my wife;setQuestion;continuer;setQuestion
Utt_3876;11-08-20sUser133;Utt_3870;hahahahahaha;continuer;[same_Sender];same baby three monthes later;positiveExpression;elaborate;positiveExpression
Utt_3877;11-08-20sUser110;Utt_3875;who?;setQuestion;[other_Sender];who's your wife?;setQuestion;setQuestion;setQuestion
Utt_3878;11-08-20sUser110;;:-@;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3879;11-08-20sUser65;Utt_3870;haha;continuer;[other_Sender];same baby three monthes later;positiveExpression;elaborate;positiveExpression
Utt_3880;11-08-20sUser54;Utt_3860;come on give a chance please;continuer;[other_Sender];i'll pass;instruct;continuer;suggestion
Utt_3881;11-08-20sUser21;;i killeded 11-08-20sUser65;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3882;11-08-20sUser21;; :-(;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3883;11-08-20sUser133;;what goes round and round and burns;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_3884;11-08-20sUser91;Utt_3875;11-08-20sUser110 is my wife 11-08-20sUser70;setQuestion;[other_Sender];who's your wife?;inform;setQuestion;continuer
Utt_3885;11-08-20sUser133;Utt_3883;a baby in a microwave;setQuestion;[same_Sender];what goes round and round and burns;elaborate;setQuestion;elaborate
Utt_3886;11-08-20sUser70;Utt_3884;i don't believe it;continuer;[other_Sender];11-08-20sUser110 is my wife 11-08-20sUser70;continuer;no_label;inform
Utt_3887;11-08-20sUser110;Utt_3886;yes I am;inform;[other_Sender];i don't believe it;agreement;continuer;disagreement
Utt_3888;11-08-20sUser140;;hey room..anyone wanna chat, pm me;no_label;[other_Sender];[no_TextContent];instruct;no_label;greeting
Utt_3889;11-08-20sUser91;Utt_3886;lol ask her;inform;[other_Sender];i don't believe it;instruct;continuer;instruct
Utt_3890;11-08-20sUser70;Utt_3887;when did that happen?;disagreement;[other_Sender];yes I am;setQuestion;agreement;setQuestion
Utt_3891;11-08-20sUser91;Utt_3887;see;disagreement;[other_Sender];yes I am;instruct;agreement;continuer
Utt_3892;11-08-20sUser110;;dum dum du dummmm;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3893;11-08-20sUser136;Utt_3888;pm me if u want to chat;greeting;[other_Sender];hey room..anyone wanna chat, pm me;suggestion;instruct;offer
Utt_3894;11-08-20sUser110;Utt_3891;lol;continuer;[other_Sender];see;positiveExpression;instruct;positiveExpression
Utt_3895;11-08-20sUser91;Utt_3894;LOL;positiveExpression;[other_Sender];lol;positiveExpression;positiveExpression;positiveExpression
Utt_3896;11-08-20sUser104;Utt_3884;i need a e-husband.....lol;continuer;[other_Sender];11-08-20sUser110 is my wife 11-08-20sUser70;inform;no_label;inform
Utt_3897;11-08-20sUser21;Utt_3896;o ya;inform;[other_Sender];i need a e-husband.....lol;continuer;inform;agreement
Utt_3898;11-08-20sUser20;Utt_3885;that is horrible 11-08-20sUser133;continuer;[other_Sender];a baby in a microwave;continuer;no_label;inform
Utt_3899;11-08-20sUser21;Utt_3875; 11-08-20sUser65 is my wife;setQuestion;[other_Sender];who's your wife?;inform;no_label;inform
Utt_3900;11-08-20sUser133;Utt_3898;hohohohhohhoo;inform;[other_Sender];that is horrible 11-08-20sUser133;misc;continuer;positiveExpression
Utt_3901;11-08-20sUser21;Utt_3899;ha!;inform;[same_Sender]; 11-08-20sUser65 is my wife;positiveExpression;inform;positiveExpression
Utt_3902;11-08-20sUser65;Utt_3899;yes i am;inform;[other_Sender]; 11-08-20sUser65 is my wife;agreement;inform;agreement
Utt_3903;11-08-20sUser91;Utt_3890;umm what 1 month ago 11-08-20sUser110?;setQuestion;[other_Sender];when did that happen?;setQuestion;setQuestion;propositionalQuestion
Utt_3904;11-08-20sUser21;Utt_3903;really?;propositionalQuestion;[other_Sender];umm what 1 month ago 11-08-20sUser110?;propositionalQuestion;setQuestion;propositionalQuestion
Utt_3905;11-08-20sUser21;Utt_3904;cool;propositionalQuestion;[same_Sender];really?;positiveExpression;propositionalQuestion;positiveExpression
Utt_3906;11-08-20sUser110;;:-o;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3907;11-08-20sUser121;;i agree wtf is they talking about?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_3908;11-08-20sUser21;Utt_3905;lol;positiveExpression;[same_Sender];cool;positiveExpression;positiveExpression;positiveExpression
Utt_3909;11-08-20sUser91;Utt_3908;lol;positiveExpression;[other_Sender];lol;positiveExpression;positiveExpression;positiveExpression
Utt_3910;11-08-20sUser54;;kawing i am 21 years old and still a virgin male wanna fuck?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_3911;11-08-20sUser110;Utt_3903;you didnt invite me to the ewedding you fucks;propositionalQuestion;[other_Sender];umm what 1 month ago 11-08-20sUser110?;inform;no_label;inform
Utt_3912;11-08-20sUser65;Utt_3911;lol @ cool;inform;[other_Sender];you didnt invite me to the ewedding you fucks;positiveExpression;inform;positiveExpression
Utt_3913;11-08-20sUser91;Utt_3911;lol;inform;[other_Sender];you didnt invite me to the ewedding you fucks;positiveExpression;inform;positiveExpression
Utt_3914;11-08-20sUser133;;what does the blind deaf retarded kid get for xmas?;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_3915;11-08-20sUser21;;sweeeeeeeeet;no_label;[other_Sender];[no_TextContent];misc;no_label;positiveExpression
Utt_3916;11-08-20sUser70;Utt_3899;i am not happy about that marriage though;inform;[other_Sender]; 11-08-20sUser65 is my wife;continuer;no_label;inform
Utt_3917;11-08-20sUser133;Utt_3914;cancer;setQuestion;[other_Sender];what does the blind deaf retarded kid get for xmas?;inform;no_label;inform
Utt_3918;11-08-20sUser21;;i dont need my wall no more;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3919;11-08-20sUser110;Utt_3918;why not!;inform;[other_Sender];i dont need my wall no more;agreement;inform;setQuestion
Utt_3919;11-08-20sUser110;;!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3920;11-08-20sUser91;Utt_3916;sorry 11-08-20sUser70;inform;[other_Sender];i am not happy about that marriage though;negativeExpression;continuer;continuer
Utt_3921;11-08-20sUser110;Utt_3916;am I not good enough for 11-08-20sUser91?;inform;[other_Sender];i am not happy about that marriage though;propositionalQuestion;continuer;propositionalQuestion
Utt_3922;11-08-20sUser65;Utt_3918;haha nope you dont;inform;[other_Sender];i dont need my wall no more;disagreement;inform;agreement
Utt_3923;11-08-20sUser110;;:-@;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3924;11-08-20sUser110;Utt_3918;lmao 11-08-20sUser21;inform;[other_Sender];i dont need my wall no more;positiveExpression;inform;positiveExpression
Utt_3925;11-08-20sUser91;Utt_3921;oh hell yes you are;propositionalQuestion;[other_Sender];am I not good enough for 11-08-20sUser91?;agreement;propositionalQuestion;continuer
Utt_3926;11-08-20sUser21;Utt_3918;its been fun;inform;[same_Sender];i dont need my wall no more;continuer;inform;elaborate
Utt_3927;11-08-20sUser121;Utt_3917;some one kick him out;inform;[other_Sender];cancer;inform;inform;instruct
Utt_3928;11-08-20sUser91;Utt_3925;and then some;continuer;[same_Sender];oh hell yes you are;elaborate;agreement;elaborate
Utt_3929;11-08-20sUser70;Utt_3925;this is betrayal;continuer;[other_Sender];oh hell yes you are;inform;agreement;continuer
Utt_3930;11-08-20sUser133;;i'm well funny;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3931;11-08-20sUser91;Utt_3929;why?;continuer;[other_Sender];this is betrayal;setQuestion;inform;setQuestion
Utt_3932;11-08-20sUser21;Utt_3930;your off your rag?;inform;[other_Sender];i'm well funny;propositionalQuestion;inform;propositionalQuestion
Utt_3932;11-08-20sUser21;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3933;11-08-20sUser133;;cause;no_label;[other_Sender];[no_TextContent];continuer;no_label;misc
Utt_3934;11-08-20sUser54;Utt_3916;i wont get married;inform;[other_Sender];i am not happy about that marriage though;inform;no_label;inform
Utt_3935;11-08-20sUser70;Utt_3929;if that's how they spell it;continuer;[same_Sender];this is betrayal;continuer;inform;elaborate
Utt_3936;11-08-20sUser133;Utt_3927;who, me?;instruct;[other_Sender];some one kick him out;setQuestion;inform;propositionalQuestion
Utt_3937;11-08-20sUser121;Utt_3936;yes you;propositionalQuestion;[other_Sender];who, me?;agreement;setQuestion;agreement
Utt_3938;11-08-20sUser21;;no more pms?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_3939;11-08-20sUser133;;any one got any better jokes?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_3940;11-08-20sUser104;Utt_3939;yes;propositionalQuestion;[other_Sender];any one got any better jokes?;agreement;propositionalQuestion;agreement
Utt_3941;11-08-20sUser121;Utt_3939;yes;propositionalQuestion;[other_Sender];any one got any better jokes?;agreement;propositionalQuestion;agreement
Utt_3942;11-08-20sUser104;Utt_3940;lol;agreement;[same_Sender];yes;positiveExpression;agreement;positiveExpression
Utt_3943;11-08-20sUser65;Utt_3938;haha 11-08-20sUser21;propositionalQuestion;[other_Sender];no more pms?;positiveExpression;propositionalQuestion;positiveExpression
Utt_3944;11-08-20sUser91;Utt_3929;11-08-20sUser70 why do you feel that way?;continuer;[other_Sender];this is betrayal;setQuestion;inform;setQuestion
Utt_3945;11-08-20sUser133;Utt_3927;come on then;instruct;[other_Sender];some one kick him out;elaborate;inform;continuer
Utt_3946;11-08-20sUser21;;you mean your cooter isnt leakin fruit punch?;no_label;[other_Sender];[no_TextContent];propositionalQuestion;no_label;propositionalQuestion
Utt_3947;11-08-20sUser110;Utt_3946;wow.. LOL;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;positiveExpression;propositionalQuestion;positiveExpression
Utt_3948;11-08-20sUser54;Utt_3939;i am a virgin that is a joke;propositionalQuestion;[other_Sender];any one got any better jokes?;inform;propositionalQuestion;continuer
Utt_3949;11-08-20sUser110;Utt_3944;11-08-20sUser91 settle your love affairs hun!;setQuestion;[other_Sender];11-08-20sUser70 why do you feel that way?;instruct;setQuestion;instruct
Utt_3950;11-08-20sUser65;Utt_3946;ewwwwwww fruit punch;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;negativeExpression;propositionalQuestion;negativeExpression
Utt_3951;11-08-20sUser104;Utt_3950;hahahaHA;negativeExpression;[other_Sender];ewwwwwww fruit punch;positiveExpression;negativeExpression;positiveExpression
Utt_3952;11-08-20sUser91;Utt_3949;lol;instruct;[other_Sender];11-08-20sUser91 settle your love affairs hun!;positiveExpression;instruct;positiveExpression
Utt_3953;11-08-20sUser133;Utt_3939;your profile pics, thats the joke;propositionalQuestion;[same_Sender];any one got any better jokes?;inform;propositionalQuestion;elaborate
Utt_3954;11-08-20sUser70;Utt_3944;well i thought you and I will end up together  :-(;setQuestion;[other_Sender];11-08-20sUser70 why do you feel that way?;continuer;setQuestion;continuer
Utt_3955;11-08-20sUser91;Utt_3946;not that I was aware of;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;elaborate;propositionalQuestion;disagreement
Utt_3956;11-08-20sUser110;Utt_3946;eww eeww eeewwwwww;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;negativeExpression;propositionalQuestion;negativeExpression
Utt_3957;11-08-20sUser91;Utt_3955;HUH?;disagreement;[same_Sender];not that I was aware of;propositionalQuestion;elaborate;setQuestion
Utt_3958;11-08-20sUser54;;hi 11-08-20sUser121;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_3959;11-08-20sUser21;;mmmm;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3960;11-08-20sUser21;Utt_3946;yum;propositionalQuestion;[same_Sender];you mean your cooter isnt leakin fruit punch?;positiveExpression;propositionalQuestion;positiveExpression
Utt_3961;11-08-20sUser121;Utt_3946;hell;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;negativeExpression;propositionalQuestion;negativeExpression
Utt_3962;11-08-20sUser70;Utt_3954;the minute i turn my back you're a lesbo???;continuer;[same_Sender];well i thought you and I will end up together  :-(;propositionalQuestion;continuer;propositionalQuestion
Utt_3962;11-08-20sUser70;;?;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3963;11-08-20sUser133;;who ate all the pies, who ate all the pies;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;propositionalQuestion
Utt_3964;11-08-20sUser21;;im thristy;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3965;11-08-20sUser91;Utt_3962;oh boy;propositionalQuestion;[other_Sender];the minute i turn my back you're a lesbo???;negativeExpression;propositionalQuestion;positiveExpression
Utt_3966;11-08-20sUser104;Utt_3946;nasty;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;negativeExpression;propositionalQuestion;negativeExpression
Utt_3967;11-08-20sUser121;;hello;no_label;[other_Sender];[no_TextContent];greeting;no_label;greeting
Utt_3968;11-08-20sUser91;Utt_3962;LOL;propositionalQuestion;[other_Sender];the minute i turn my back you're a lesbo???;positiveExpression;propositionalQuestion;positiveExpression
Utt_3969;11-08-20sUser70;;i am shocked;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3970;11-08-20sUser65;Utt_3946;how horrible;propositionalQuestion;[other_Sender];you mean your cooter isnt leakin fruit punch?;continuer;propositionalQuestion;negativeExpression
Utt_3971;11-08-20sUser70;;i'm outta here;no_label;[other_Sender];[no_TextContent];goodbye;no_label;goodbye
Utt_3972;11-08-20sUser91;Utt_3962;what can I say I like pussy;propositionalQuestion;[other_Sender];the minute i turn my back you're a lesbo???;setQuestion;propositionalQuestion;continuer
Utt_3973;11-08-20sUser54;Utt_3963;i stuck my dick in a pie;propositionalQuestion;[other_Sender];who ate all the pies, who ate all the pies;inform;no_label;inform
Utt_3974;11-08-20sUser21;Utt_3973;haha;inform;[other_Sender];i stuck my dick in a pie;positiveExpression;inform;positiveExpression
Utt_3975;11-08-20sUser110;Utt_3969;lmaooo 11-08-20sUser70!!!!!!!!;inform;[other_Sender];i am shocked;positiveExpression;inform;positiveExpression
Utt_3975;11-08-20sUser110;;!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3976;11-08-20sUser104;Utt_3969;nothing ever shocks me in this room;inform;[other_Sender];i am shocked;inform;no_label;inform
Utt_3977;11-08-20sUser91;Utt_3972;LOL;continuer;[same_Sender];what can I say I like pussy;positiveExpression;setQuestion;positiveExpression
Utt_3978;11-08-20sUser46;Utt_3976;haha;inform;[other_Sender];nothing ever shocks me in this room;positiveExpression;inform;positiveExpression
Utt_3979;11-08-20sUser70;Utt_3976;damn that's fair enough;inform;[other_Sender];nothing ever shocks me in this room;continuer;inform;continuer
Utt_3980;11-08-20sUser54;;i cant get pussy;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3981;11-08-20sUser91;Utt_3980;LOL;inform;[other_Sender];i cant get pussy;positiveExpression;inform;positiveExpression
Utt_3982;11-08-20sUser46;Utt_3976;crazy stuff;inform;[other_Sender];nothing ever shocks me in this room;continuer;inform;continuer
Utt_3983;11-08-20sUser133;;a kid with downs syndrome walks up to an ice cream van.......;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3984;11-08-20sUser110;Utt_3972;"LOL 11-08-20sUser91.. ;)";continuer;[other_Sender];what can I say I like pussy;positiveExpression;setQuestion;positiveExpression
Utt_3985;11-08-20sUser110;Utt_3976;lmaooo;inform;[other_Sender];nothing ever shocks me in this room;positiveExpression;inform;positiveExpression
Utt_3986;11-08-20sUser91;;";-)";no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_3987;11-08-20sUser114;Utt_3976;stop lyin doll;inform;[other_Sender];nothing ever shocks me in this room;instruct;inform;instruct
Utt_3988;11-08-20sUser121;Utt_3980;then buy one;inform;[other_Sender];i cant get pussy;instruct;inform;suggestion
Utt_3989;11-08-20sUser65;Utt_3987;yessum;instruct;[other_Sender];stop lyin doll;disagreement;instruct;acceptAction
Utt_3990;11-08-20sUser114;;YOu love my chocha;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3991;11-08-20sUser21;;im thirsty go get me a beer;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_3992;11-08-20sUser46;;yeah i just found some superman stuff on myspace even;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_3993;11-08-20sUser133;Utt_3983;he orders an ice cream.;inform;[same_Sender];a kid with downs syndrome walks up to an ice cream van.......;inform;inform;elaborate
Utt_3994;11-08-20sUser114;Utt_3993;lol;elaborate;[other_Sender];he orders an ice cream.;positiveExpression;inform;positiveExpression
Utt_3995;11-08-20sUser54;;i am broke;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_3996;11-08-20sUser91;;come on now guys;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_3997;11-08-20sUser91;;LOL;no_label;[other_Sender];[no_TextContent];positiveExpression;no_label;positiveExpression
Utt_3998;11-08-20sUser46;Utt_3992;you can friend him, lex, and lois;inform;[same_Sender];yeah i just found some superman stuff on myspace even;elaborate;continuer;elaborate
Utt_3999;11-08-20sUser21;Utt_3998;cold Bud;elaborate;[other_Sender];you can friend him, lex, and lois;inform;elaborate;negativeExpression
Utt_4000;11-08-20sUser142;;21 F;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_4001;11-08-20sUser70;Utt_3996;ok i forgive you 11-08-20sUser91;instruct;[other_Sender];come on now guys;inform;instruct;acceptAction
Utt_4002;11-08-20sUser91;;geesh there is enough lovin for us all;no_label;[other_Sender];[no_TextContent];continuer;no_label;elaborate
Utt_4003;11-08-20sUser133;Utt_3993;the ice cream guys says, 'what flavour??;elaborate;[same_Sender];he orders an ice cream.;setQuestion;inform;elaborate
Utt_4003;11-08-20sUser133;;@;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_4004;11-08-20sUser21;Utt_4001;awww you actualy did;acceptAction;[other_Sender];ok i forgive you 11-08-20sUser91;continuer;inform;continuer
Utt_4005;11-08-20sUser70;Utt_4001;under one condition;acceptAction;[same_Sender];ok i forgive you 11-08-20sUser91;elaborate;inform;elaborate
Utt_4006;11-08-20sUser90;;im tryina get 11-08-20sUser110 11-08-20sUser54;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_4007;11-08-20sUser114;Utt_4006;lol;inform;[other_Sender];im tryina get 11-08-20sUser110 11-08-20sUser54;positiveExpression;inform;positiveExpression
Utt_4008;11-08-20sUser21;Utt_4004;i was waitin for you to cuss me;continuer;[same_Sender];awww you actualy did;inform;continuer;elaborate
Utt_4009;11-08-20sUser21;Utt_4008;lol;elaborate;[same_Sender];i was waitin for you to cuss me;positiveExpression;inform;positiveExpression
Utt_4010;11-08-20sUser65;Utt_4008;nope;elaborate;[other_Sender];i was waitin for you to cuss me;disagreement;inform;disagreement
Utt_4011;11-08-20sUser133;Utt_4003;the downs kid says, 'it don't matter cause i'm gonna drop it anyway'!;elaborate;[same_Sender];the ice cream guys says, 'what flavour??;continuer;setQuestion;elaborate
Utt_4012;11-08-20sUser54;Utt_3988;i have my hand to satisfie me ok;suggestion;[other_Sender];then buy one;inform;no_label;inform
Utt_4013;11-08-20sUser114;Utt_4012;me too 11-08-20sUser54;inform;[other_Sender];i have my hand to satisfie me ok;agreement;inform;continuer
Utt_4014;11-08-20sUser87;;any guys IN LATE 20S PM ME IF THERE A STALLION AND IF THEY CAN BE A GOOD BOY PM ME;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_4015;11-08-20sUser70;;why were you standing in the first place;no_label;[other_Sender];[no_TextContent];setQuestion;no_label;setQuestion
Utt_4016;11-08-20sUser31;;fuckin bot;no_label;[other_Sender];[no_TextContent];negativeExpression;no_label;negativeExpression
Utt_4017;11-08-20sUser114;Utt_4016;yes;negativeExpression;[other_Sender];fuckin bot;agreement;negativeExpression;acceptAction
Utt_4018;11-08-20sUser21;;raarrrrrr;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_4019;11-08-20sUser21;Utt_4012;lol;inform;[other_Sender];i have my hand to satisfie me ok;positiveExpression;inform;positiveExpression
Utt_4020;11-08-20sUser65;;im listening to barbie girl;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_4021;11-08-20sUser21;;its the thought that counts 11-08-20sUser31;no_label;[other_Sender];[no_TextContent];continuer;no_label;inform
Utt_4022;11-08-20sUser110;Utt_4020;lol 11-08-20sUser65.;inform;[other_Sender];im listening to barbie girl;positiveExpression;inform;positiveExpression
Utt_4023;11-08-20sUser110;Utt_4022;LMAO;positiveExpression;[same_Sender];lol 11-08-20sUser65.;positiveExpression;positiveExpression;positiveExpression
Utt_4024;11-08-20sUser31;Utt_4021;awww thanks;inform;[other_Sender];its the thought that counts 11-08-20sUser31;positiveExpression;continuer;positiveExpression
Utt_4025;11-08-20sUser21;Utt_4023;o geez;positiveExpression;[other_Sender];LMAO;negativeExpression;positiveExpression;negativeExpression
Utt_4026;11-08-20sUser133;;DOWNS SYNDORME;no_label;[other_Sender];[no_TextContent];inform;no_label;inform
Utt_4027;11-08-20sUser110;Utt_4024;hey 11-08-20sUser31!!!!!!;positiveExpression;[other_Sender];awww thanks;greeting;positiveExpression;greeting
Utt_4027;11-08-20sUser110;;!;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_4028;11-08-20sUser31;Utt_4027;hey 11-08-20sUser110 recovering well frm last night?;greeting;[other_Sender];hey 11-08-20sUser31!!!!!!;greeting;greeting;propositionalQuestion
Utt_4029;11-08-20sUser91;Utt_4028;hey 11-08-20sUser31;propositionalQuestion;[other_Sender];hey 11-08-20sUser110 recovering well frm last night?;greeting;greeting;greeting
Utt_4030;11-08-20sUser133;;shut up;no_label;[other_Sender];[no_TextContent];instruct;no_label;instruct
Utt_4031;11-08-20sUser21;;jajajaaa;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_4032;11-08-20sUser110;Utt_4030;yes!;instruct;[other_Sender];shut up;agreement;instruct;acceptAction
Utt_4033;11-08-20sUser31;Utt_4029;hey 11-08-20sUser91;greeting;[other_Sender];hey 11-08-20sUser31;greeting;greeting;greeting
Utt_4034;11-08-20sUser133;Utt_4030;you tart;instruct;[same_Sender];shut up;inform;instruct;elaborate
Utt_4035;11-08-20sUser110;Utt_4033;lol;greeting;[other_Sender];hey 11-08-20sUser91;positiveExpression;greeting;positiveExpression
Utt_4036;11-08-20sUser69;Utt_4016;You dont like my bot 11-08-20sUser31?;negativeExpression;[other_Sender];fuckin bot;propositionalQuestion;negativeExpression;propositionalQuestion
Utt_4037;11-08-20sUser21;Utt_4036;lol;propositionalQuestion;[other_Sender];You dont like my bot 11-08-20sUser31?;positiveExpression;propositionalQuestion;positiveExpression
Utt_4038;11-08-20sUser110;Utt_4036;hahaha;propositionalQuestion;[other_Sender];You dont like my bot 11-08-20sUser31?;positiveExpression;propositionalQuestion;positiveExpression
Utt_4039;11-08-20sUser31;Utt_4036;hgey doesnt fuck 11-08-20sUser69...;propositionalQuestion;[other_Sender];You dont like my bot 11-08-20sUser31?;continuer;no_label;inform
Utt_4040;11-08-20sUser110;;mwahhs 11-08-20sUser69;no_label;[other_Sender];[no_TextContent];misc;no_label;misc
Utt_4041;11-08-20sUser70;Utt_4028;what happened last night?;propositionalQuestion;[other_Sender];hey 11-08-20sUser110 recovering well frm last night?;setQuestion;greeting;setQuestion
